"","job_header","job_link","Sector","full_link"
"1","Staff Accountant","/research/US/Job=Staff_Accountant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Staff_Accountant/Salary"
"2","Accountant","/research/US/Job=Accountant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Accountant/Salary"
"3","Financial Analyst","/research/US/Job=Financial_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Financial_Analyst/Salary"
"4","Senior Accountant","/research/US/Job=Senior_Accountant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Accountant/Salary"
"5","Financial Controller","/research/US/Job=Financial_Controller/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Financial_Controller/Salary"
"6","Quality Assurance Auditor","/research/US/Job=Quality_Assurance_Auditor/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Quality_Assurance_Auditor/Salary"
"7","Accounting Manager","/research/US/Job=Accounting_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Accounting_Manager/Salary"
"8","Senior Financial Analyst","/research/US/Job=Senior_Financial_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Financial_Analyst/Salary"
"9","Finance Manager","/research/US/Job=Finance_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Finance_Manager/Salary"
"10","Corporate Controller","/research/US/Job=Corporate_Controller/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Corporate_Controller/Salary"
"11","Finance Director","/research/US/Job=Finance_Director/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Finance_Director/Salary"
"12","Associate - Accounting or Auditing Firm","/research/US/Job=Associate_-_Accounting_or_Auditing_Firm/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Associate_-_Accounting_or_Auditing_Firm/Salary"
"13","Assistant Controller","/research/US/Job=Assistant_Controller/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Assistant_Controller/Salary"
"14","Certified Public Accountant (CPA)","/research/US/Job=Certified_Public_Accountant_(CPA)/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Certified_Public_Accountant_(CPA)/Salary"
"15","Financial Advisor","/research/US/Job=Financial_Advisor/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Financial_Advisor/Salary"
"16","Branch Manager, Banking","/research/US/Job=Branch_Manager%2C_Banking/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Branch_Manager%2C_Banking/Salary"
"17","Credit Analyst","/research/US/Job=Credit_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Credit_Analyst/Salary"
"18","Compliance Specialist","/research/US/Job=Compliance_Specialist/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Compliance_Specialist/Salary"
"19","Tax Manager","/research/US/Job=Tax_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Tax_Manager/Salary"
"20","Compliance Manager","/research/US/Job=Compliance_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Compliance_Manager/Salary"
"21","Compliance Analyst","/research/US/Job=Compliance_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Compliance_Analyst/Salary"
"22","Underwriter","/research/US/Job=Underwriter/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Underwriter/Salary"
"23","Compliance Officer","/research/US/Job=Compliance_Officer/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Compliance_Officer/Salary"
"24","Auditor","/research/US/Job=Auditor/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Auditor/Salary"
"25","Accounting Supervisor","/research/US/Job=Accounting_Supervisor/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Accounting_Supervisor/Salary"
"26","Internal Auditor","/research/US/Job=Internal_Auditor/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Internal_Auditor/Salary"
"27","Tax Accountant","/research/US/Job=Tax_Accountant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Tax_Accountant/Salary"
"28","Portfolio Manager","/research/US/Job=Portfolio_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Portfolio_Manager/Salary"
"29","Tax Associate","/research/US/Job=Tax_Associate/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Tax_Associate/Salary"
"30","Senior Tax Accountant","/research/US/Job=Senior_Tax_Accountant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Tax_Accountant/Salary"
"31","Assistant Branch Manager, Banking","/research/US/Job=Assistant_Branch_Manager%2C_Banking/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Assistant_Branch_Manager%2C_Banking/Salary"
"32","Business Analyst, Finance/Banking","/research/US/Job=Business_Analyst%2C_Finance%2FBanking/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Business_Analyst%2C_Finance%2FBanking/Salary"
"33","Senior Auditor","/research/US/Job=Senior_Auditor/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Auditor/Salary"
"34","Senior Underwriter","/research/US/Job=Senior_Underwriter/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Underwriter/Salary"
"35","Risk Manager","/research/US/Job=Risk_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Risk_Manager/Salary"
"36","Senior Finance Manager","/research/US/Job=Senior_Finance_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Finance_Manager/Salary"
"37","Loan Officer","/research/US/Job=Loan_Officer/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Loan_Officer/Salary"
"38","Project Accountant","/research/US/Job=Project_Accountant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Project_Accountant/Salary"
"39","Accounting Director","/research/US/Job=Accounting_Director/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Accounting_Director/Salary"
"40","Senior Staff Accountant","/research/US/Job=Senior_Staff_Accountant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Staff_Accountant/Salary"
"41","Investment Analyst","/research/US/Job=Investment_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Investment_Analyst/Salary"
"42","Compliance Director","/research/US/Job=Compliance_Director/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Compliance_Director/Salary"
"43","Risk Analyst","/research/US/Job=Risk_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Risk_Analyst/Salary"
"44","Associate Auditor","/research/US/Job=Associate_Auditor/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Associate_Auditor/Salary"
"45","Senior Internal Auditor","/research/US/Job=Senior_Internal_Auditor/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Internal_Auditor/Salary"
"46","Credit Manager","/research/US/Job=Credit_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Credit_Manager/Salary"
"47","Junior Accountant","/research/US/Job=Junior_Accountant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Junior_Accountant/Salary"
"48","Cost Accountant","/research/US/Job=Cost_Accountant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Cost_Accountant/Salary"
"49","Tax Preparer","/research/US/Job=Tax_Preparer/Hourly_Rate","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Tax_Preparer/Hourly_Rate"
"50","Fraud Investigator","/research/US/Job=Fraud_Investigator/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Fraud_Investigator/Salary"
"51","Universal Banker","/research/US/Job=Universal_Banker/Hourly_Rate","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Universal_Banker/Hourly_Rate"
"52","Director of Finance & Administration","/research/US/Job=Director_of_Finance_%26_Administration/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Director_of_Finance_%26_Administration/Salary"
"53","Asset Manager","/research/US/Job=Asset_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Asset_Manager/Salary"
"54","Financial Planner","/research/US/Job=Financial_Planner/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Financial_Planner/Salary"
"55","Senior Tax Manager","/research/US/Job=Senior_Tax_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Tax_Manager/Salary"
"56","Treasury Analyst","/research/US/Job=Treasury_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Treasury_Analyst/Salary"
"57","Plant Controller","/research/US/Job=Plant_Controller/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Plant_Controller/Salary"
"58","Budget Analyst","/research/US/Job=Budget_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Budget_Analyst/Salary"
"59","Accounting Analyst","/research/US/Job=Accounting_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Accounting_Analyst/Salary"
"60","Internal Auditing Manager","/research/US/Job=Internal_Auditing_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Internal_Auditing_Manager/Salary"
"61","Financial Counselor","/research/US/Job=Financial_Counselor/Hourly_Rate","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Financial_Counselor/Hourly_Rate"
"62","Financial Consultant","/research/US/Job=Financial_Consultant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Financial_Consultant/Salary"
"63","Insurance Underwriter","/research/US/Job=Insurance_Underwriter/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Insurance_Underwriter/Salary"
"64","Staff Auditor","/research/US/Job=Staff_Auditor/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Staff_Auditor/Salary"
"65","Manager, Financial Planning & Analysis","/research/US/Job=Manager%2C_Financial_Planning_%26_Analysis/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Manager%2C_Financial_Planning_%26_Analysis/Salary"
"66","Financial Manager","/research/US/Job=Financial_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Financial_Manager/Salary"
"67","Finance Associate","/research/US/Job=Finance_Associate/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Finance_Associate/Salary"
"68","Financial Coordinator","/research/US/Job=Financial_Coordinator/Hourly_Rate","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Financial_Coordinator/Hourly_Rate"
"69","Finance Analyst","/research/US/Job=Finance_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Finance_Analyst/Salary"
"70","Underwriting Assistant","/research/US/Job=Underwriting_Assistant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Underwriting_Assistant/Salary"
"71","Tax Analyst","/research/US/Job=Tax_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Tax_Analyst/Salary"
"72","Property Accountant","/research/US/Job=Property_Accountant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Property_Accountant/Salary"
"73","Regulatory Compliance Manager","/research/US/Job=Regulatory_Compliance_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Regulatory_Compliance_Manager/Salary"
"74","Senior Credit Analyst","/research/US/Job=Senior_Credit_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Credit_Analyst/Salary"
"75","Certified Financial Planner (CFP)","/research/US/Job=Certified_Financial_Planner_(CFP)/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Certified_Financial_Planner_(CFP)/Salary"
"76","Tax Director","/research/US/Job=Tax_Director/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Tax_Director/Salary"
"77","Senior Compliance Analyst","/research/US/Job=Senior_Compliance_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Compliance_Analyst/Salary"
"78","Payroll Accountant","/research/US/Job=Payroll_Accountant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Payroll_Accountant/Salary"
"79","Senior Manager Auditor","/research/US/Job=Senior_Manager_Auditor/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Manager_Auditor/Salary"
"80","Financial Accountant","/research/US/Job=Financial_Accountant/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Financial_Accountant/Salary"
"81","Vice President, Compliance Officer","/research/US/Job=Vice_President%2C_Compliance_Officer/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Vice_President%2C_Compliance_Officer/Salary"
"82","Senior Analyst, Finance","/research/US/Job=Senior_Analyst%2C_Finance/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Analyst%2C_Finance/Salary"
"83","Senior Tax Associate","/research/US/Job=Senior_Tax_Associate/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Tax_Associate/Salary"
"84","Paraplanner","/research/US/Job=Paraplanner/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Paraplanner/Salary"
"85","Fraud Analyst","/research/US/Job=Fraud_Analyst/Hourly_Rate","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Fraud_Analyst/Hourly_Rate"
"86","Auditing Manager","/research/US/Job=Auditing_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Auditing_Manager/Salary"
"87","Bank Manager","/research/US/Job=Bank_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Bank_Manager/Salary"
"88","Compliance Auditor","/research/US/Job=Compliance_Auditor/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Compliance_Auditor/Salary"
"89","Treasury Manager","/research/US/Job=Treasury_Manager/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Treasury_Manager/Salary"
"90","Senior Information Technology (IT) Auditor","/research/US/Job=Senior_Information_Technology_(IT)_Auditor/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Information_Technology_(IT)_Auditor/Salary"
"91","Quantitative Analyst","/research/US/Job=Quantitative_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Quantitative_Analyst/Salary"
"92","Treasurer","/research/US/Job=Treasurer/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Treasurer/Salary"
"93","Internal Audit Director","/research/US/Job=Internal_Audit_Director/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Internal_Audit_Director/Salary"
"94","Senior Tax Analyst","/research/US/Job=Senior_Tax_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Senior_Tax_Analyst/Salary"
"95","Commercial Credit Analyst","/research/US/Job=Commercial_Credit_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Commercial_Credit_Analyst/Salary"
"96","Risk Management Analyst","/research/US/Job=Risk_Management_Analyst/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Risk_Management_Analyst/Salary"
"97","Financial Specialist","/research/US/Job=Financial_Specialist/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Financial_Specialist/Salary"
"98","Loan Officer, Commercial","/research/US/Job=Loan_Officer%2C_Commercial/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Loan_Officer%2C_Commercial/Salary"
"99","Enrolled Agent","/research/US/Job=Enrolled_Agent/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Enrolled_Agent/Salary"
"100","Vice President & Branch Manager, Banking","/research/US/Job=Vice_President_%26_Branch_Manager%2C_Banking/Salary","Accounting-and-Finance","https://www.payscale.com/research/US/Job=Vice_President_%26_Branch_Manager%2C_Banking/Salary"
"101","Administrative Assistant","/research/US/Job=Administrative_Assistant/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Administrative_Assistant/Hourly_Rate"
"102","Office Manager","/research/US/Job=Office_Manager/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Office_Manager/Hourly_Rate"
"103","Executive Assistant","/research/US/Job=Executive_Assistant/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Executive_Assistant/Salary"
"104","Customer Service Representative (CSR)","/research/US/Job=Customer_Service_Representative_(CSR)/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Customer_Service_Representative_(CSR)/Hourly_Rate"
"105","Data Analyst","/research/US/Job=Data_Analyst/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Data_Analyst/Salary"
"106","Bookkeeper","/research/US/Job=Bookkeeper/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Bookkeeper/Hourly_Rate"
"107","Receptionist","/research/US/Job=Receptionist/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Receptionist/Hourly_Rate"
"108","Office Administrator","/research/US/Job=Office_Administrator/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Office_Administrator/Hourly_Rate"
"109","Administrative Coordinator","/research/US/Job=Administrative_Coordinator/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Administrative_Coordinator/Hourly_Rate"
"110","Human Resources (HR) Specialist","/research/US/Job=Human_Resources_(HR)_Specialist/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Human_Resources_(HR)_Specialist/Salary"
"111","Human Resources (HR) Assistant","/research/US/Job=Human_Resources_(HR)_Assistant/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Human_Resources_(HR)_Assistant/Hourly_Rate"
"112","Customer Success Manager","/research/US/Job=Customer_Success_Manager/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Customer_Success_Manager/Salary"
"113","Administrative / Office Manager","/research/US/Job=Administrative_%2F_Office_Manager/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Administrative_%2F_Office_Manager/Salary"
"114","General Ledger Accountant","/research/US/Job=General_Ledger_Accountant/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=General_Ledger_Accountant/Salary"
"115","Accounts Payable Specialist","/research/US/Job=Accounts_Payable_Specialist/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Accounts_Payable_Specialist/Hourly_Rate"
"116","Customer Service Supervisor","/research/US/Job=Customer_Service_Supervisor/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Customer_Service_Supervisor/Hourly_Rate"
"117","Customer Service Specialist","/research/US/Job=Customer_Service_Specialist/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Customer_Service_Specialist/Hourly_Rate"
"118","Office Assistant","/research/US/Job=Office_Assistant/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Office_Assistant/Hourly_Rate"
"119","Business Manager","/research/US/Job=Business_Manager/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Business_Manager/Salary"
"120","Customer Service Associate","/research/US/Job=Customer_Service_Associate/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Customer_Service_Associate/Hourly_Rate"
"121","Payroll Specialist","/research/US/Job=Payroll_Specialist/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Payroll_Specialist/Hourly_Rate"
"122","Senior Data Analyst","/research/US/Job=Senior_Data_Analyst/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Senior_Data_Analyst/Salary"
"123","Accounts Receivable Specialist","/research/US/Job=Accounts_Receivable_Specialist/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Accounts_Receivable_Specialist/Hourly_Rate"
"124","Payroll Manager","/research/US/Job=Payroll_Manager/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Payroll_Manager/Salary"
"125","Accounts Payable Clerk","/research/US/Job=Accounts_Payable_Clerk/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Accounts_Payable_Clerk/Hourly_Rate"
"126","Executive Assistant to CEO","/research/US/Job=Executive_Assistant_to_CEO/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Executive_Assistant_to_CEO/Salary"
"127","Logistics Coordinator","/research/US/Job=Logistics_Coordinator/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Logistics_Coordinator/Salary"
"128","Finance Assistant","/research/US/Job=Finance_Assistant/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Finance_Assistant/Hourly_Rate"
"129","Office Coordinator","/research/US/Job=Office_Coordinator/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Office_Coordinator/Hourly_Rate"
"130","Medical Receptionist","/research/US/Job=Medical_Receptionist/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Medical_Receptionist/Hourly_Rate"
"131","Legal Secretary","/research/US/Job=Legal_Secretary/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Legal_Secretary/Salary"
"132","Accounting Assistant","/research/US/Job=Accounting_Assistant/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Accounting_Assistant/Hourly_Rate"
"133","Accounting Clerk","/research/US/Job=Accounting_Clerk/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Accounting_Clerk/Hourly_Rate"
"134","Executive Administrative Assistant","/research/US/Job=Executive_Administrative_Assistant/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Executive_Administrative_Assistant/Salary"
"135","Secretary","/research/US/Job=Secretary/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Secretary/Hourly_Rate"
"136","Senior Customer Service Representative (CSR)","/research/US/Job=Senior_Customer_Service_Representative_(CSR)/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Senior_Customer_Service_Representative_(CSR)/Hourly_Rate"
"137","Stocker","/research/US/Job=Stocker/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Stocker/Hourly_Rate"
"138","Sr. Administrative Assistant","/research/US/Job=Sr._Administrative_Assistant/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Sr._Administrative_Assistant/Salary"
"139","Payroll Administrator","/research/US/Job=Payroll_Administrator/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Payroll_Administrator/Hourly_Rate"
"140","Office Manager, Medical Office","/research/US/Job=Office_Manager%2C_Medical_Office/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Office_Manager%2C_Medical_Office/Hourly_Rate"
"141","Medical Biller","/research/US/Job=Medical_Biller/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Medical_Biller/Hourly_Rate"
"142","Dental Office Manager","/research/US/Job=Dental_Office_Manager/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Dental_Office_Manager/Hourly_Rate"
"143","Billing Specialist","/research/US/Job=Billing_Specialist/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Billing_Specialist/Hourly_Rate"
"144","Research Associate (Unspecified Type)","/research/US/Job=Research_Associate_(Unspecified_Type)/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Research_Associate_(Unspecified_Type)/Salary"
"145","Accounting Administrator","/research/US/Job=Accounting_Administrator/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Accounting_Administrator/Hourly_Rate"
"146","Contract Administrator","/research/US/Job=Contract_Administrator/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Contract_Administrator/Salary"
"147","Personal Banker","/research/US/Job=Personal_Banker/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Personal_Banker/Hourly_Rate"
"148","Patient Services Representative","/research/US/Job=Patient_Services_Representative/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Patient_Services_Representative/Hourly_Rate"
"149","Medical Billing Specialist","/research/US/Job=Medical_Billing_Specialist/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Medical_Billing_Specialist/Hourly_Rate"
"150","Accounting Specialist","/research/US/Job=Accounting_Specialist/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Accounting_Specialist/Hourly_Rate"
"151","Production Planner, Manufacturing","/research/US/Job=Production_Planner%2C_Manufacturing/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Production_Planner%2C_Manufacturing/Salary"
"152","Sales Coordinator","/research/US/Job=Sales_Coordinator/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Sales_Coordinator/Hourly_Rate"
"153","Teller","/research/US/Job=Teller/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Teller/Hourly_Rate"
"154","Business Office Manager","/research/US/Job=Business_Office_Manager/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Business_Office_Manager/Salary"
"155","Patient Care Coordinator","/research/US/Job=Patient_Care_Coordinator/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Patient_Care_Coordinator/Hourly_Rate"
"156","Customer Service Team Leader","/research/US/Job=Customer_Service_Team_Leader/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Customer_Service_Team_Leader/Hourly_Rate"
"157","Full Charge Bookkeeper","/research/US/Job=Full_Charge_Bookkeeper/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Full_Charge_Bookkeeper/Hourly_Rate"
"158","Personal Assistant","/research/US/Job=Personal_Assistant/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Personal_Assistant/Hourly_Rate"
"159","Bank Teller","/research/US/Job=Bank_Teller/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Bank_Teller/Hourly_Rate"
"160","Front Desk Receptionist","/research/US/Job=Front_Desk_Receptionist/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Front_Desk_Receptionist/Hourly_Rate"
"161","Accounts Payable Manager","/research/US/Job=Accounts_Payable_Manager/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Accounts_Payable_Manager/Salary"
"162","Front Desk Receptionist, Medical Office","/research/US/Job=Front_Desk_Receptionist%2C_Medical_Office/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Front_Desk_Receptionist%2C_Medical_Office/Hourly_Rate"
"163","Billing Manager","/research/US/Job=Billing_Manager/Salary","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Billing_Manager/Salary"
"164","Accounts Receivable Clerk","/research/US/Job=Accounts_Receivable_Clerk/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Accounts_Receivable_Clerk/Hourly_Rate"
"165","Patient Access Representative","/research/US/Job=Patient_Access_Representative/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Patient_Access_Representative/Hourly_Rate"
"166","Member Service Representative","/research/US/Job=Member_Service_Representative/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Member_Service_Representative/Hourly_Rate"
"167","Collections Specialist","/research/US/Job=Collections_Specialist/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Collections_Specialist/Hourly_Rate"
"168","Service Team Leader","/research/US/Job=Service_Team_Leader/Hourly_Rate","Administrative-and-Clerical","https://www.payscale.com/research/US/Job=Service_Team_Leader/Hourly_Rate"
